aanloggen	347	0.4740446661	-0.0651063403	0.469740634	-0.0721190015
aanlokkelijk	343	0.9834591915	2.1310913528	0.970845481	1.6192495253
aanlokken	357	0.7951366253	0.8243745879	0.7703081232	0.6960227768
aanloop	328	0.9961020739	2.6607858512	0.987804878	1.7917642874
aanlopen	332	0.9833950454	2.1295363703	0.9698795181	1.6107743408
aanmaak	334	0.9946081656	2.54963197	0.9910179641	1.8312323624
aanmaken	339	0.9986982811	3.0110525696	0.9970501475	1.9141208206
aanmanen	303	0.9795089141	2.0437103324	0.9669966997	1.5861456624
aanmaning	326	0.9803779372	2.0616179312	0.9662576687	1.579984442
aanmatigen	352	0.9128640219	1.3586044756	0.8835227273	1.1000580773
aanmatigend	336	0.9381004025	1.5390208957	0.9107142857	1.2274783421
aanmelden	355	0.9975255715	2.8103440277	0.9943661972	1.875643672
aanmelder	364	0.9709017575	1.8942149466	0.956043956	1.5003781216
aanmelding	340	0.9979600272	2.8719135464	0.9970588235	1.9142498787
aanmengen	319	0.7853306893	0.7903239191	0.7680250784	0.6891126959
aanmeren	382	0.9801629728	2.0571265513	0.9685863874	1.5996066879
aanmerkelijk	342	0.9846092831	2.159886802	0.9766081871	1.6724052151
aanmerken	326	0.992143341	2.4155070555	0.9846625767	1.7556914688
aanmerking	328	0.9969768421	2.7452590039	0.993902439	1.8692692367
aanmeten	336	0.9927504815	2.4446559796	0.9821428571	1.7283328242
aanminnelijk	56	0.5307065379	0.0770460336	0.5	0
aanminnig	367	0.4140432692	-0.2171563015	0.416893733	-0.1992104918
aanmodderen	335	0.9920307299	2.410319856	0.9850746269	1.7602925957
aanmoedigen	349	0.9988060212	3.0371888858	0.9971346705	1.9153794803
aanmoedigend	340	0.974493287	1.9513668158	0.9617647059	1.5437576318
aanmoediging	336	0.9969127554	2.7383682677	0.994047619	1.8712565939
aanmoeten	282	0.5067685149	0.0169669649	0.5070921986	0.0168894331
aanmonsteren	352	0.899683416	1.2797497318	0.8664772727	1.0285457501
aanmunten	342	0.3224604669	-0.4608295018	0.3333333333	-0.4079187409
